54.982	0
55.228	0
55.474	0
55.72	0
55.966	0
56.212	0
56.458	0
56.704	0
56.95	0
57.196	0
57.442	0
57.688	0
57.934	0
58.18	0
58.426	0
58.672	0
58.918	84
59.164	603
59.41	1032
59.656	1542
59.902	2511
60.148	4938
60.394	4512
60.64	6681
60.886	6642
61.132	5424
61.378	6132
61.624	5199
61.87	6207
62.116	8538
62.362	22866
62.608	50433
62.854	75909
63.1	96387
63.346	107685
63.592	102321
63.838	70356
64.084	33465
64.33	20520
64.576	15333
64.822	12900
65.068	15663
65.314	16623
65.56	14604
65.806	9930
66.052	6576
66.298	4482
66.544	2904
66.79	2133
67.036	1341
67.282	1143
67.528	744
67.774	429
68.02	345
68.266	321
68.512	144
68.758	141
69.004	201
69.25	117
69.496	0
69.742	81
69.988	0
70.234	0
70.48	15
70.726	0
70.972	0
71.218	0
71.464	0
71.71	0
71.956	36
72.202	0
72.448	0
72.694	0
72.94	0
73.186	0
73.432	0
73.678	0
73.924	0
74.17	0
74.416	0
74.662	0
74.908	0
75.154	0
75.4	0
75.646	0
75.892	0
76.138	0
76.384	0
76.63	0
76.876	0
77.122	0
77.368	0
77.614	0
77.86	0
78.106	0
78.352	0
78.598	0
78.844	0
79.09	0
79.336	0
79.582	0
79.828	0
80.074	0
80.32	0
80.566	0
80.812	0
81.058	0
81.304	0
81.55	0
81.796	0
82.042	0
82.288	0
82.534	0
82.78	0
83.026	0
83.272	0
83.518	0
83.764	0
84.01	0
84.256	0
84.502	0
84.748	0
84.994	0
85.24	0
85.486	0
85.732	0
85.978	0
86.224	0
86.47	0
86.716	0
86.962	0
87.208	0
87.454	0
87.7	0
87.946	0
88.192	0
88.438	0
88.684	0
88.93	0
89.176	0
89.422	0
89.668	0
89.914	0
90.16	0
90.406	0
90.652	0
90.898	0
91.144	0
91.39	0
91.636	0
91.882	0
92.128	0
92.374	0
92.62	0
92.866	0
93.112	0
93.358	0
93.604	0
93.85	0
94.096	0
94.342	0
94.588	0
94.834	0
95.08	0
95.326	0
95.572	0
95.818	0
96.064	0
96.31	0
96.556	0
96.802	0
97.048	0
97.294	0
97.54	0
97.786	0
98.032	0
98.278	0
98.524	0
98.77	0
99.016	0
99.262	0
99.508	0
99.754	0
100.0	0
100.246	0
100.492	0
100.738	0
100.984	0
101.23	0
101.476	0
101.722	0
101.968	0
102.214	0
102.46	0
102.706	0
102.952	0
103.198	0
103.444	0
103.69	0
103.936	0
